companyClientLevelType,Communauto,POTENTIAL_CLIENT,
companyAddresses_primary,默沙东（中国）有限公司,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '448 Ignacio Boulevard Suite 332 Novato, CA 94949 USA', 'address2': None, 'geoInfoEN': {'cityId': 5378044, 'city': 'Novato', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,EzeeShip/ShipOut,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '448 Ignacio Boulevard Suite 332 Novato, CA 94949 USA', 'address2': None, 'geoInfoEN': {'cityId': 5378044, 'city': 'Novato', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,DAC Group,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'France', 'address2': None, 'geoInfoEN': {'cityId': 2967108, 'city': 'Blaye', 'province': 'Nouvelle-Aquitaine', 'country': 'France'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,"Demax Medical Technology Co., Ltd （北京迪马克医药）","{'address': '北京市通州区中关村科技园区通州园', 'address2': None, 'geoInfoEN': {'cityId': 1792520, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'France', 'address2': None, 'geoInfoEN': {'cityId': 2967108, 'city': 'Blaye', 'province': 'Nouvelle-Aquitaine', 'country': 'France'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Mylike,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'France', 'address2': None, 'geoInfoEN': {'cityId': 2967108, 'city': 'Blaye', 'province': 'Nouvelle-Aquitaine', 'country': 'France'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海肯耐珂萨人力资源科技股份,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '448 Ignacio Boulevard Suite 332 Novato, CA 94949 USA', 'address2': None, 'geoInfoEN': {'cityId': 5378044, 'city': 'Novato', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Gate.Io US,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1201 Bryant St', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Duality Bio 印恩生物 US,"{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1201 Bryant St', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,天格集团,"{'address': '深圳市福田区益田路卓越时代广场24层 ', 'address2': None, 'geoInfoEN': {'cityId': 1795565, 'city': 'Shenzhen', 'province': 'Guangdong', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,强生集团 Johnson & Johnson CN,"{'address': '中国上海', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Circle Internet Financial Limited,"{'address': 'TBD St', 'address2': None, 'geoInfoEN': {'cityId': 4930956, 'city': 'Boston', 'province': 'Massachusetts', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Lanova 礼新医药,"{'address': '上海市金科路2889号长泰广场10号楼318室', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,皮尔法伯（上海）医疗科技有限公司,"{'address': '天目西路128号企业中心一座1802', 'address2': None, 'geoInfoEN': {'cityId': 1796231, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,3S Bio 三生国健,"{'address': '中国（上海）自由贸易试验区李冰路399号', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,晟科药业,"{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,NuOrder,"{'address': '1901 Avenue Of The Stars #175M', 'address2': None, 'geoInfoEN': {'cityId': 5368361, 'city': 'Los Angeles', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,百思童年 BravoKids,"{'address': '上海市闵行区虹桥绿谷E幢', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}","{'address': None, 'address2': None, 'geoInfoEN': {'cityId': None, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Brose博泽汽车,"{'address': 'https://www.brose-china.cn/cn-cn/brose-in-china/history/', 'address2': None, 'geoInfoEN': {'cityId': 1796231, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'beijing', 'address2': None, 'geoInfoEN': {'cityId': 1816670, 'city': 'Beijing', 'province': 'Beijing', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,宁波新湾,"{'address': '上海张江金科路', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '杭州市火炬大道581号', 'address2': None, 'geoInfoEN': {'cityId': 1808926, 'city': 'Hangzhou', 'province': 'Zhejiang', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,艾昆纬IQVIA,"{'address': 'shanghai', 'address2': None, 'geoInfoEN': {'cityId': 1787957, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '成都市天府软件园', 'address2': None, 'geoInfoEN': {'cityId': 1815286, 'city': 'Chengdu', 'province': 'Sichuan', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,神州租车,"{'address': '朝阳', 'address2': None, 'geoInfoEN': {'cityId': 1792520, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳', 'address2': None, 'geoInfoEN': {'cityId': 250090, 'city': 'Zarqa', 'province': 'Zarqa', 'country': 'Hashemite Kingdom of Jordan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,GGV,"{'address': '北京', 'address2': None, 'geoInfoEN': {'cityId': 1529047, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳', 'address2': None, 'geoInfoEN': {'cityId': 250090, 'city': 'Zarqa', 'province': 'Zarqa', 'country': 'Hashemite Kingdom of Jordan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,北京喜得国际网络科技有限公司,"{'address': '北京市朝阳区文心华策影视交流中心2座301', 'address2': None, 'geoInfoEN': {'cityId': 1800657, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '加拿大多伦多', 'address2': None, 'geoInfoEN': {'cityId': 5232379, 'city': 'Toronto', 'province': 'South Dakota', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,返利网,"{'address': '上海徐汇区龙漕路乙字1号', 'address2': None, 'geoInfoEN': {'cityId': 1815408, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '加拿大多伦多', 'address2': None, 'geoInfoEN': {'cityId': 5232379, 'city': 'Toronto', 'province': 'South Dakota', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,兴盛优选,"{'address': '长沙', 'address2': None, 'geoInfoEN': {'cityId': 1796989, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '加拿大多伦多', 'address2': None, 'geoInfoEN': {'cityId': 5232379, 'city': 'Toronto', 'province': 'South Dakota', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Afterpay,"{'address': '黄浦区', 'address2': None, 'geoInfoEN': {'cityId': 7843183, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '加拿大多伦多', 'address2': None, 'geoInfoEN': {'cityId': 5232379, 'city': 'Toronto', 'province': 'South Dakota', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,中科驭数(北京)科技有限公司,"{'address': '北京市海淀区北清路81号院一区3号楼8层801室', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1793743, 'city': 'Suzhou', 'province': 'Anhui', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,摩天轮,"{'address': '龙槽路上海市崇明区城桥镇东河沿68号B幢435室（', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1793743, 'city': 'Suzhou', 'province': 'Anhui', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,K11,"{'address': '上海市上海市黄浦区淮海中路300号香港新世界大厦 52F', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'www.instagram.com/teamclasspass/', 'address2': None, 'geoInfoEN': {'cityId': 5211712, 'city': 'Sharpsville', 'province': 'Pennsylvania', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,云脉芯联,"{'address': '上海徐汇区华鑫慧享城', 'address2': None, 'geoInfoEN': {'cityId': 8307452, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3120 ScoJ Blvd, #301', 'address2': None, 'geoInfoEN': {'cityId': 3440577, 'city': 'Santa Clara de Olimar', 'province': 'Departamento de Treinta y Tres', 'country': 'Uruguay'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,劲方医药,"{'address': '上海张江', 'address2': None, 'geoInfoEN': {'cityId': 1798439, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3120 ScoJ Blvd, #301', 'address2': None, 'geoInfoEN': {'cityId': 3440577, 'city': 'Santa Clara de Olimar', 'province': 'Departamento de Treinta y Tres', 'country': 'Uruguay'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,和誉生物,"{'address': '上海张江', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3120 ScoJ Blvd, #301', 'address2': None, 'geoInfoEN': {'cityId': 3440577, 'city': 'Santa Clara de Olimar', 'province': 'Departamento de Treinta y Tres', 'country': 'Uruguay'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,BorgWarner,"{'address': '紫星路1188号', 'address2': None, 'geoInfoEN': {'cityId': 1787957, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '上海和杭州', 'address2': None, 'geoInfoEN': {'cityId': 1815456, 'city': 'Changzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,"SPrC Technologies Co., Ltd.(江苏慧易芯科技有限公司)","{'address': 'Room 1801, Building A3, 777 Jianzhu West Road, Binhu District', 'address2': None, 'geoInfoEN': {'cityId': 8555422, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '上海和杭州', 'address2': None, 'geoInfoEN': {'cityId': 1815456, 'city': 'Changzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,孔明科技,"{'address': '上海市⻓宁区愚园路753号⼆期E栋3楼', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '上海和杭州', 'address2': None, 'geoInfoEN': {'cityId': 1815456, 'city': 'Changzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Frontera 芳拓生物,"{'address': '上海张江和苏州', 'address2': None, 'geoInfoEN': {'cityId': 1887424, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1705 Guadalupe St. Suite 400', 'address2': None, 'geoInfoEN': {'cityId': 4671654, 'city': 'Austin', 'province': 'Texas', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,北京十荟科技有限公司 （十荟团）,"{'address': '中国北京', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '6187 Carpinteria Ave', 'address2': None, 'geoInfoEN': {'cityId': 618129, 'city': 'Carpineni', 'province': 'Hînceşti', 'country': 'Republic of Moldova'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,The Coca-Cola Company,"{'address': '上海闵行区紫竹科学园区紫月路1188号', 'address2': None, 'geoInfoEN': {'cityId': 1787957, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '38 Kettles Wood Drive, Birmingham B32 3DB', 'address2': None, 'geoInfoEN': {'cityId': 4986172, 'city': 'Birmingham', 'province': 'Michigan', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,亚盛医药,"{'address': '上海和苏州', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '中国广东省深圳市南山区海德一道88号中洲控股金融中心A座12层A单元', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,星巴克中国,"{'address': '中国上海', 'address2': None, 'geoInfoEN': {'cityId': 1814915, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Scottsdale', 'address2': None, 'geoInfoEN': {'cityId': 2150060, 'city': 'Scottsdale', 'province': 'Tasmania', 'country': 'Australia'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,济川药业,"{'address': '上海张江', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Scottsdale', 'address2': None, 'geoInfoEN': {'cityId': 2150060, 'city': 'Scottsdale', 'province': 'Tasmania', 'country': 'Australia'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海荷特宝配餐服务有限公司,"{'address': '上海市浦东新区金苏路200号H栋301室', 'address2': None, 'geoInfoEN': {'cityId': 1798524, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳市龙华区大浪街道华宁路99号新百丽工业园第9栋', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,树根互联,"{'address': '广州 北京 上海', 'address2': None, 'geoInfoEN': {'cityId': 2038319, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,荣昌生物,"{'address': '上海市浦东新区周浦镇天雄路588弄25栋', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'Internal Audit Dept., SMOORE, No. 16, Dongcai Industrial Zone, Baoan District, Shenzhen', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,"Ziel Home Furnishing Technology Co., Ltd","{'address': '河南省郑州市二七区嵩山南路198-19号东方大厦6楼601号', 'address2': None, 'geoInfoEN': {'cityId': 1786373, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3103 N 1st St, 95134', 'address2': None, 'geoInfoEN': {'cityId': 1689540, 'city': 'San Jose', 'province': 'Western Visayas', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,贝壳找房,"{'address': '北京市海淀区创业路2号东方电子科技大厦贝壳找房一层', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3103 N 1st St, 95134', 'address2': None, 'geoInfoEN': {'cityId': 1689540, 'city': 'San Jose', 'province': 'Western Visayas', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海概率量化投资公司,"{'address': '上海市浦东新区陆家嘴金茂大厦', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '250 Royal Crest Court, Markham, ON L3R 3S1 Canada', 'address2': None, 'geoInfoEN': {'cityId': 3180826, 'city': 'Cannara', 'province': 'Umbria', 'country': 'Italy'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,ThunderSoft,"{'address': 'ThunderSoft Building, Building 3, No.9 Qinghua Dong Road, Haidian District, Beijing, China,100083', 'address2': None, 'geoInfoEN': {'cityId': 1800657, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3 Ravendale', 'address2': None, 'geoInfoEN': {'cityId': 5359777, 'city': 'Irvine', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,艺星医疗美容整形,"{'address': '上海市长宁区虹桥路1165号(伊犁路)', 'address2': None, 'geoInfoEN': {'cityId': 1815408, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '3 Ravendale', 'address2': None, 'geoInfoEN': {'cityId': 5359777, 'city': 'Irvine', 'province': 'California', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Overland,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1815408, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '1 Front St Ste 2800', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,美篇（蓝鲸人）,"{'address': '北京海淀区量子芯座', 'address2': None, 'geoInfoEN': {'cityId': 1809104, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海赛比曼生物科技有限公司,"{'address': '上海浦东新区张江法拉第路86号', 'address2': None, 'geoInfoEN': {'cityId': 1798439, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州市吴中区越溪吴中大道2zg8号16幢E3', 'address2': None, 'geoInfoEN': {'cityId': 1793743, 'city': 'Suzhou', 'province': 'Anhui', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,CBIM 中设数字,"{'address': '石景山区古城南街9号院绿地环球文化金融城1号楼3层', 'address2': None, 'geoInfoEN': {'cityId': 2038319, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Sequoia Capital China 红杉资本中国基金,"{'address': '朝阳区 建国路 77 号 华贸中心 3 号写字楼 3606', 'address2': None, 'geoInfoEN': {'cityId': 2035469, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Pudu Robotics - North America/Sorth America,"{'address': '香港九龙尖沙咀广东道17号海港城环球金融中心南座13A楼06室', 'address2': None, 'geoInfoEN': {'cityId': 1818544, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '苏州', 'address2': None, 'geoInfoEN': {'cityId': 1886760, 'city': 'Suzhou', 'province': 'Jiangsu', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海随时随地科技有限公司,"{'address': '上海市静安区南京西路591弄128号', 'address2': None, 'geoInfoEN': {'cityId': 1794035, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,优锐医药,"{'address': 'http://www.nuancepharma.com/', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,WeDoctor微医,"{'address': 'Hangzhou', 'address2': None, 'geoInfoEN': {'cityId': 1796163, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Kong,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,上海复星医药（集团）股份有限公司,"{'address': '上海市宜山路1289号（复星科技园A楼）', 'address2': None, 'geoInfoEN': {'cityId': 1798439, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '深圳', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,数势科技,"{'address': '中国上海', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '广州市黄埔区', 'address2': None, 'geoInfoEN': {'cityId': 1809858, 'city': 'Guangzhou', 'province': 'Guangdong', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,丹麦盛宝银行,"{'address': '国金', 'address2': None, 'geoInfoEN': {'cityId': 1787375, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '20 Science Park Rd', 'address2': None, 'geoInfoEN': {'cityId': 4366379, 'city': 'Queenstown', 'province': 'Maryland', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Insilico Medicine,"{'address': '上海市张江长泰广场', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '20 Science Park Rd', 'address2': None, 'geoInfoEN': {'cityId': 4366379, 'city': 'Queenstown', 'province': 'Maryland', 'country': 'United States'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,珠海泰诺麦博技术有限公司,"{'address': '王府井东方广场', 'address2': None, 'geoInfoEN': {'cityId': 2035469, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'San Francisco', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,齐柏林（上海）网络科技有限公司,"{'address': '齐柏林（上海）网络科技有限公司', 'address2': None, 'geoInfoEN': {'cityId': 1808090, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'San Francisco', 'address2': None, 'geoInfoEN': {'cityId': 1690019, 'city': 'San Francisco', 'province': 'Caraga', 'country': 'Philippines'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,Worldpanel,"{'address': '九江路333号', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': 'China', 'address2': None, 'geoInfoEN': {'cityId': 1669562, 'city': 'Shenzhen', 'province': 'Taoyuan', 'country': 'Taiwan'}, 'companyAddressType': 'PRIMARY'}"
companyAddresses_primary,边锋科技 BIANFENG,"{'address': '上海', 'address2': None, 'geoInfoEN': {'cityId': 1798234, 'city': None, 'province': None, 'country': None}, 'companyAddressType': 'PRIMARY'}","{'address': '越洋广场', 'address2': None, 'geoInfoEN': {'cityId': 1796236, 'city': 'Shanghai', 'province': 'Shanghai', 'country': 'China'}, 'companyAddressType': 'PRIMARY'}"
